id,accommodates,bedrooms,beds,description,number_of_reviews,num_host_response_rate,num_price,cat_price
48959723,4,2.0,2.0,"Light-filled 1915 ex hunting lodge perched on top of a hill in Echo Park. Living at the height of the birds, our view is breathtaking, our cacti wise and the vibe is calm.<br /><br />The location is minutes away from Sunset Blvd, where you can enjoy the best restaurants, cafes and bars Silver lake and Echo Park has to offer!<br /><br />For the safety of our guests and staff we are following CDC & Airbnb’s protocols for sanitizing and disinfecting our properties.<br /><br /><b>The space</b><br />Nestled on a wonderful hill with Panoramic Views of Downtown Los Angeles and the entire LA Basin sits this adorable 2 bedrooms, 2 bathrooms with 950 sqft.<br /><br />Main floor is bright and well decorated and features a cozy living room, a fully equipped kitchen and a cute balcony for enjoying your morning coffee or an evening drink. Guest bedroom (Queen bed) and the second bathroom are also on main floor.<br /><br />The master bedroom downstairs is really cool and peaceful with concrete floor,",5,100.0,256.0,high
19526954,6,2.0,3.0,"In an effort to abide by new Los Angeles city law guidelines this property requires a 30-night minimum stay, after 21 nights the guest will have 2 options to choose from:<br />1. After 21 nights the guest will need to apply through our application process to continue their reservation in the same unit.<br /><br />OR<br /><br />2. If they do not want to go through the application process they will need to comply with moving into a similar unit after 25- nights due to California tenant rights law.<br /><br /><b>The space</b><br />This is a peaceful non-smoking building. Great for short or long term stays. <br /><br />Includes Wifi, Cable TV, fully furnished, fully equipped kitchen, linens, towels, and on-site laundry facility. (Check the Amenities section, however, if you are looking for a specific amenity that is not already addressed, please feel free to ask me!)<br /><br />I do not provide any food perishables, pantry items, and soaps..etc., in order to avoid guest-to-guest contaminat",33,71.0,139.0,low
52071500,5,2.0,2.0,"Pictures coming soon!<br />Welcome to Los Angeles/Hollywood! We are centrally located in a quiet building, walking distance to a park, cafe's, restaurants, and minutes to the best shopping in LA!<br /><br />☆New Custom Designed 2 bed/2 bath<br />☆High Speed/1G Internet<br />☆Fully furnished & fully stocked kitchen<br />☆2 Plush King size beds<br />☆2 Full size bathrooms<br />☆Queen Couch bed<br />☆Washer and dryer in Apartment 	<br />☆2 tandem gated parking spaces <br />☆Hot Tub, and 24 hr Gym open with Easy Access!<br /><br /><b>The space</b><br />Perfect home away from home for traveling executives or relocating families.<br />• Secure, High Speed Internet, desk, printer.<br />• 3-55""+ Roku Smart TV's ( free Netflix, Disney+, HBO max)<br />• Secure covered Onsite and Dedicated parking for 2 vehicles.<br />• Fully equipped + stocked kitchen w/ Keurig coffee maker & Electric kettle.<br />￫ Washer and Dryer in the unit <br />￫ A/C + Heat<br />￫ Come and go with ease and Privacy<br />￫Se",0,100.0,217.0,high
869587,5,3.0,3.0,"<b>The space</b><br />Elegant 3 bedroom, 2 bath completely furnished condo  near the beach, shopping, in between Santa Barbara and San Diego.  Nicely located  if vacationing  in southern California or on a consulting or registry assignment to be able to work and also take in all of the wonderful places to visit in California.  You will be very happy with the location and living arrangements.",33,60.0,164.0,high
48245843,1,1.0,1.0,"Beautiful house hidden in Beverly Hills Mountains. Located 2 miles away from Rodeo Drive. If you love nature, this place is for you. It’s super quite, you only hear birds and owls on the night, while really close to many fancy shops and restaurants located in Beverly Hills.<br />There are stairs to get in, 60 steps long.",3,100.0,65.0,low
51796590,2,1.0,1.0,"This private elegant room for rent in Westwood area just 5 minutes drive to Beverly Hills and 5min drive to Marina Del Rey and Santa Monica pier / beach is hosted by Leila<br />Leila is a Superhost now managing this NEW LISTING . Super hosts are experienced, highly rated hosts who are committed to providing great stays for guests from all over the world.<br />Room is fully furnished with all accessories, fresh towels , extra blankets and linens.<br /><br /><b>The space</b><br />location, location!. The location is perfect and close to everything. The house is located in Westwood area ; just 7 minutes Drive to Marina Del Rey and Santa Monica and also just 5 minutes drive to Beverly Hills and Rodeo Drive. For security measures and privacy of all our valuable guests , the home address will only be disclosed to new guests after reservation is confirmed and 1 day prior their check in date. The host Leila is very attentive and helpful to make your stay comfortable and enjoyable.<br />Free Pa",3,100.0,99.0,low
28411959,2,1.0,2.0,"Cozy, quiet apartment in a duplex 1bed/1bath. Has a conveniently close proximity to the Glendale Americana, which is about a fifteen minute walk away, as well as Los Feliz and Griffith Park; the location of this unit is ideal for a Los Angeles visit!<br />Has a full kitchen with a refrigerator, stove, dishwasher, coffee maker, and a washer and dryer.<br />Also includes a porch, perfect for late night chats.<br />The bedroom contains a queen bed and a walk-in closet and the living room has a smart TV.<br /><br /><b>Guest access</b><br />The guests can use the apartment with the patio, and the private one car parking spot behind the unit.",38,100.0,140.0,low
9263299,4,1.0,2.0,"Beautifully decorated & spacious room (330sq. ft.), 2 beds with memory foam toppers, seating area, full bathroom, mini fridge, microwave and private entrance with your own key in a very safe building; Centrally  located, just 15 minutes away from LAX and the beach.<br /><br /><b>The space</b><br />Non-SMOKING 🚭 Room Big and fresh doble bed private room with private entrance with a parking space for an average size car 🚗<br /><br /><b>Other things to note</b><br />Non-Smoking room and Not 420 Friendly. Remember we are Unit F, NOT the front house drive to the driveway and you will find Unit F and also Unfortunately we can't throw toilet paper in the toilet it will clog we provide a trash can next to the toilet! I apologize for this inconvenience! Thank you so much for staying with us! :)",302,100.0,85.0,low
29289533,5,2.0,2.0,"BEVERLY HILLS ADJACENT, SUPERB ALL NEW DESIGNER 2-BEDROOM, 2-BATHROOM, 1,100 SQ FEET PENTHOUSE WITH  FIREPLACE & BALCONY.  CITY VIEWS.  POOL & GYM.  LOCATED NEXT TO WORLD FAMOUS ROBERTSON BLVD.  LOTS OF CELEBRITY SIGHTINGS WHILE LIVING LIKE A LOCAL. WALK TO THE WORLD FAMOUS IVY RESTAURANT & CHARMING CAFES, STORES INCLUDING KITSON, KOOPLES, ALL SAINTS & MORE. GREAT RESTAURANTS & CEDAR SINAI HOSPITAL. INCLUDES ALL UTILITIES & PARKING.<br />Rates based on 30 night stays.<br /><br /><b>The space</b><br />SUPERB ALL NEW DESIGNER PENTHOUSE!  2 BEDROOMS, 2 BATHROOMS, 1,100 SQ FOOT PENTHOUSE WITH BALCONY.  SPACIOUS, SUNNY, QUIET & BRIGHT. LIVING ROOM WITH BALCONY AND FIREPLACE, ENJOY THE CITY VIEWS.  SOFA CAN COVERT INTO A SLEEPER FOR 5th GUEST IF NEEDED.  <br />ENJOY 2 SPACIOUS PRIVATE & SEPARATED BEDROOMS EACH WITH FULL ENSUITE BATHROOM. TOP OF THE LINE MATTRESSES, PLENTY OF CLOSET SPACE, TREE TOP VIEWS & BLACK OUT DRAPES TO INSURE AN AMAZING NIGHTS' SLEEP.  FULLY EQUIPPED KITCHEN, A/C, HIGH",3,100.0,229.0,high
43785879,2,1.0,1.0,交通方便、位置绝佳、离华人超市、韩国超市、学校银行都很方便、家里人口数量少,2,100.0,38.0,low
42975292,4,2.0,2.0,"Gorgeous, airy and sunny Venice 2 bedroom apartment. One story building in beautiful, safe neighborhood. Plant filled cosy and comfortable apartment with natural light all day. <br />You would have the whole apartment to yourself.<br />Two bedrooms with Queen beds, Netflix, Wi-fi, heating, washer and dryer. Walk 30 seconds to Venice Blvd to coffee shops and convenience store nearby. 20 minute walk to Venice beach, 15 minutes drive to the airport, 30 minutes drive to Downtown LA.<br /><br /><b>The space</b><br />Fully equipped apartment with everything you need - sheets, towels, soap, pots and pans, utensils, washing detergent and lots of toilet paper.<br /><br /><b>Guest access</b><br />Guests can access entire apartment. Two entrances.",1,33.0,129.0,low
52088854,7,4.0,6.0,"Modern PUD home features total of four bedrooms, 3.5 bath, 3 car attached garage & private backyard. Modern gourmet kitchen along with all-new Samsung appliances. Few blocks away from all major supermarkets & restaurants. 5 minutes drive to AMC & 24Hr fitness. Only 15 minutes away to Downtown LA. So start pack your bag and enjoy the experience of living in a Model Home!<br /><br />蒙特利公园别墅，坐南朝北，3车库1停车位。私人小后院，新家具，新枕头被套，全部三星电器，全新滚筒洗衣机烘干机，高速上网。5分钟车程去电影院，健身房，各大华人超市（永合丰，香港超市等等）以及各大餐馆（避风塘，鹿鼎记等等）。欢迎拎包入住!",0,100.0,200.0,high
21839615,6,3.0,5.0,"In the heart of Hollywood Hills, minutes to Universal Studios, Studio City, and Hollywood. Easy access to 101, 170, and 134 freeways. Large patio with hot tub, amazing views, bbq, heated pool and outdoor lounge area. Views from every window of City lights, the surrounding hillside and the iconic Hollywood sign.<br /><br /><b>The space</b><br />Do you often go on vacation with the family to only fill like you guys are all over each other with no room? Not here! Multiple sitting/lounging areas. Large patio the length of the house and huge windows to take advantage of the beautiful Hollywood Hills View! Chefs kitchen and appliances with high end bathrooms and fixtures. The house has everything you need!<br />Wow is the first word out of everyones mouth as they walk thru the door for the first time. No parties or events allowed..<br /><br /><b>Guest access</b><br />Guest has entire property to themselves, including pool, yard and parking.<br /><br /><b>License number</b><br />Hsr19-353579",30,70.0,499.0,high
